anime_id,title,title_english,title_japanese,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,genre,opening_theme,ending_theme
37555,Hangyakusei Million Arthur,,叛逆性ミリオンアーサー,Han-Gyaku-Sei Million Arthur,https://myanimelist.cdn-dena.com/images/anime/1483/91320.jpg,TV,Game,0,Not yet aired,False,2018 to ?,"{'from': '2018-05-11', 'to': None}",Unknown,None,0,0,,9862,414,1,,,Unknown,"{'Other': [{'mal_id': 30954, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30954/Jakusansei_Million_Arthur', 'title': 'Jakusansei Million Arthur'}]}",,,,"Action, Adventure, Magic, Fantasy",[],[]
33938,Koiwai Junsui Kajuu: Bokura Junsui-hen,,小岩井純水果汁 ぼくらじゅんすい篇,Kirin CM,https://myanimelist.cdn-dena.com/images/anime/11/81648.jpg,Special,Original,1,Finished Airing,False,2012,"{'from': None, 'to': None}",30 sec.,G - All Ages,4.36,25,10946,13772,62,0,,,,[],,,,Music,[],[]
34249,Aqua Kids,Aqua Kids,아쿠아 키즈,,https://myanimelist.cdn-dena.com/images/anime/4/82405.jpg,TV,Original,26,Finished Airing,False,"Apr 1, 2004 to Sep 23, 2004","{'from': '2004-04-01', 'to': '2004-09-23'}",26 min. per ep.,G - All Ages,4.75,12,9638,13402,80,0,"Aqua Kids is a South Korean series but aired in Japan first. Since Japan had the first TV airing, the air date will reflect it rather than South Korean&#039;s airing (September 13, 2004 - December 14, 2004).",Spring 2004,Thursdays at Unknown,[],,,,"Adventure, Kids",[],[]
31402,Soul Worker: Your Destiny Awaits,,Soul Worker: Your Destiny Awaits,,https://myanimelist.cdn-dena.com/images/anime/13/79845.jpg,ONA,Game,5,Finished Airing,False,"Mar 17, 2016 to Apr 5, 2016","{'from': '2016-03-17', 'to': '2016-04-05'}",3 min. per ep.,PG-13 - Teens 13 or older,6,630,7360,6941,1937,4,,,,[],,,Larx Entertainment,"Action, Fantasy, Sci-Fi",[],"['""Burning Soul"" by GARNiDELiA']"
5876,Izumo,,IZUMO [イズモ],Izumo (1991),https://myanimelist.cdn-dena.com/images/anime/13/12383.jpg,OVA,Unknown,2,Finished Airing,False,"Sep 21, 1991 to Oct 21, 1991","{'from': '1991-09-21', 'to': '1991-10-21'}",30 min. per ep.,PG - Children,6.12,67,7026,10185,346,0,,,,"{'Adaptation': [{'mal_id': 114321, 'type': 'manga', 'url': 'https://myanimelist.net/manga/114321/Izumo', 'title': 'Izumo'}]}",,,,"Adventure, Fantasy, Historical",[],[]
33835,PJ Berri no Mogumogu Munyamunya,,PJベリーのもぐもぐむにゃむにゃ,PJ Berry no Mogu Mogu Munya Munya,https://myanimelist.cdn-dena.com/images/anime/2/81465.jpg,TV,Game,20,Finished Airing,False,"Aug 19, 2016 to Mar 9, 2017","{'from': '2016-08-19', 'to': '2017-03-09'}",1 min. per ep.,G - All Ages,6.31,13,11774,11771,161,0,,Summer 2016,Unknown,"{'Other': [{'mal_id': 3736, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3736/Parappa_the_Rapper', 'title': 'Parappa the Rapper'}], 'Sequel': [{'mal_id': 35963, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35963/PJ_Berri_no_Mogumogu_Munyamunya_Season_2', 'title': 'PJ Berri no Mogumogu Munyamunya Season 2'}]}",Fuji TV,,Doga Kobo,Comedy,[],[]
6726,Hanasakeru Seishounen Recaps,,花咲ける青少年,Hanasakeru Seishonen Specials,https://myanimelist.cdn-dena.com/images/anime/13/15465.jpg,Special,Manga,3,Finished Airing,False,"Jun 28, 2009 to Oct 18, 2009","{'from': '2009-06-28', 'to': '2009-10-18'}",24 min. per ep.,PG-13 - Teens 13 or older,6.93,1027,3810,5869,3113,6,,,,"{'Full story': [{'mal_id': 5835, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5835/Hanasakeru_Seishounen', 'title': 'Hanasakeru Seishounen'}]}",,,Studio Pierrot,"Drama, Romance, Shoujo",[],[]
29924,Goman-hiki,,五万匹,,https://myanimelist.cdn-dena.com/images/anime/7/72003.jpg,Movie,Unknown,100,Finished Airing,False,1962 to 1965,"{'from': '1962-05-11', 'to': '1965-05-11'}",3 min. per ep.,G - All Ages,5.78,9,10255,13129,92,0,,,,"{'Alternative version': [{'mal_id': 20009, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20009/Doubutsu_Mura_Monogatari', 'title': 'Doubutsu Mura Monogatari'}]}",Otogi Production,,,Kids,[],[]
6205,Kämpfer,Kämpfer,けんぷファー,"Kampfer, Kaempfer",https://myanimelist.cdn-dena.com/images/anime/5/35423.jpg,TV,Light novel,12,Finished Airing,False,"Oct 2, 2009 to Dec 18, 2009","{'from': '2009-10-02', 'to': '2009-12-18'}",24 min. per ep.,R+ - Mild Nudity,6.64,97625,5016,432,181296,696,,Fall 2009,Unknown,"{'Adaptation': [{'mal_id': 11607, 'type': 'manga', 'url': 'https://myanimelist.net/manga/11607/Kämpfer', 'title': 'Kämpfer'}], 'Side story': [{'mal_id': 7782, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7782/Kämpfer_Picture_Drama', 'title': 'Kämpfer Picture Drama'}], 'Sequel': [{'mal_id': 10076, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10076/Kämpfer_für_die_Liebe', 'title': 'Kämpfer für die Liebe'}]}","TBS, RAY",Sentai Filmworks,Nomad,"Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power","['""Unreal♥Paradise (あんりある♥パラダイス)"" by Minami Kuribayashi']","['""One Way Ryouomoi (ワンウェイ両想い)"" by Marina Inoue and Megumi Nakajima']"
8696,Shiroi Michi,,白い道,"Minna no Uta, White Road",https://myanimelist.cdn-dena.com/images/anime/4/23985.jpg,Music,Music,1,Finished Airing,False,"Dec, 1983","{'from': None, 'to': None}",2 min.,G - All Ages,5.48,127,8410,10838,245,0,,,,[],NHK,,,Music,[],[]
36641,Grand Marche no Meikyuu,,グランマルシェの迷宮,,https://myanimelist.cdn-dena.com/images/anime/9/88537.jpg,ONA,Game,1,Finished Airing,False,"Aug 31, 2016","{'from': '2016-08-31', 'to': '2016-08-31'}",2 min.,G - All Ages,4.6,10,10273,14038,44,0,,,,[],,,,"Fantasy, Game",[],[]
6590,Makai Kishi Ingrid,,魔界騎士イングリッド,"The Dark Knight Ingrid, Hell Knight Ingrid, Taimanin Murasaki",https://myanimelist.cdn-dena.com/images/anime/6/29498.jpg,OVA,Visual novel,4,Finished Airing,False,"Jun 20, 2009 to Aug 26, 2010","{'from': '2009-06-20', 'to': '2010-08-26'}",30 min. per ep.,Rx - Hentai,7.11,2809,,4230,7176,132,,,,"{'Adaptation': [{'mal_id': 83357, 'type': 'manga', 'url': 'https://myanimelist.net/manga/83357/Taimanin_Murasaki__Kunoichi_Kairai_Dorei_ni_Otsu', 'title': 'Taimanin Murasaki: Kunoichi Kairai Dorei ni Otsu'}], 'Prequel': [{'mal_id': 3479, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3479/Taimanin_Asagi', 'title': 'Taimanin Asagi'}], 'Alternative setting': [{'mal_id': 14543, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14543/Koutetsu_no_Majo_Annerose', 'title': 'Koutetsu no Majo Annerose'}, {'mal_id': 20757, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20757/Taimanin_Yukikaze', 'title': 'Taimanin Yukikaze'}]}","Pixy, Oz, ZIZ Entertainment (ZIZ), Anime Antenna Iinkai",,,"Demons, Fantasy, Hentai, Martial Arts",[],"['#1: 「幻夢想」(""Dream vision"") by 薬師るい (Rui Yakushi) (eps 1-4)']"
935,Witchblade,Witchblade,ウィッチブレイド,,https://myanimelist.cdn-dena.com/images/anime/1/935.jpg,TV,Other,24,Finished Airing,False,"Apr 6, 2006 to Sep 21, 2006","{'from': '2006-04-06', 'to': '2006-09-21'}",24 min. per ep.,R - 17+ (violence & profanity),7.37,32824,2171,1070,77489,503,"Witchblade is based on the American comic book series of the same name. Although it is set in the same universe, the story and characters are entirely new.",Spring 2006,Thursdays at 01:45 (JST),"{'Adaptation': [{'mal_id': 1899, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1899/Witchblade', 'title': 'Witchblade'}]}","GDH, SKY Perfect Well Think, Sotsu Music Publishing",Funimation,Gonzo,"Action, Sci-Fi, Super Power","['#1: ""XTC"" by Psychic Lover (eps 1-13, 24)', '#2: ""Dear Bob"" by KOOLOGI (eps 14-23)']","['#1: ""Ashita no Te (あしたの手)"" by Mamiko Noto (eps 01-13)', '#2: ""Kutsu Himo"" by Asami Yamamoto (eps 13-23)', '#3: ""kodou ~get closer~ (鼓動～get closer～)"" by PSYCHIC LOVER (ep 24)']"
3762,The Borgman: Last Battle,Sonic Soldier Borgman: Last Battle,THE·BORGMAN LAST BATTLE (ザ・ボーグマン ラストバトル),"Sonic Soldier Borgman: The Final Battle, Chouon Senshi Borgman: Last Battle",https://myanimelist.cdn-dena.com/images/anime/13/73295.jpg,OVA,Other,1,Finished Airing,False,"Sep 16, 1989","{'from': '1989-09-16', 'to': '1989-09-16'}",59 min.,PG-13 - Teens 13 or older,6.11,174,7071,9505,508,1,,,,"{'Prequel': [{'mal_id': 3763, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3763/Chouon_Senshi_Borgman__Lovers_Rain', 'title': 'Chouon Senshi Borgman: Lovers Rain'}], 'Sequel': [{'mal_id': 3764, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3764/Chouon_Senshi_Borgman_2__Shin_Seiki_2058', 'title': 'Chouon Senshi Borgman 2: Shin Seiki 2058'}]}",,,Production Reed,"Action, Sci-Fi, Demons","['""Traps in the Night"" by Kouichi Yamadera']","['""Seishun no Monument (青春のモニュメント)"" by Naoko Matsui, Yasunori Matsumoto, Yoshino Takamori, Kouichi Yamadera']"
531,Bishoujo Senshi Sailor Moon R: The Movie,Sailor Moon R: The Movie,美少女戦士セーラームーンＲ THE MOVIE,,https://myanimelist.cdn-dena.com/images/anime/12/19878.jpg,Movie,Manga,1,Finished Airing,False,"Dec 5, 1993","{'from': '1993-12-05', 'to': '1993-12-05'}",1 hr. 1 min.,PG-13 - Teens 13 or older,7.78,23271,916,1783,39752,191,,,,"{'Parent story': [{'mal_id': 740, 'type': 'anime', 'url': 'https://myanimelist.net/anime/740/Bishoujo_Senshi_Sailor_Moon_R', 'title': 'Bishoujo Senshi Sailor Moon R'}], 'Side story': [{'mal_id': 2937, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2937/Bishoujo_Senshi_Sailor_Moon_R__Make_Up_Sailor_Senshi', 'title': 'Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi'}]}",,Viz Media,Toei Animation,"Drama, Magic, Romance, Shoujo","['""Moonlight Densetsu"" by DALI']","['""Moon Revenge"" by Peach Hips']"
1926,Jishu Seisaku Movie Binchou-tan,,自主制作ムービー びんちょうタン,"Bincho-Tan OVA, Binchou-tan Jishu Seisaku Movie: Aozora ni Wasure Mono",https://myanimelist.cdn-dena.com/images/anime/4/3505.jpg,Music,Manga,1,Finished Airing,False,"Aug 14, 2005","{'from': '2005-08-14', 'to': '2005-08-14'}",4 min.,G - All Ages,6.18,1023,6790,6916,1948,0,,,,"{'Other': [{'mal_id': 750, 'type': 'anime', 'url': 'https://myanimelist.net/anime/750/Binchou-tan', 'title': 'Binchou-tan'}]}",TBS,,Ishikawa Pro,"Slice of Life, Music",[],"['""Aozora ni Wasuremono (青空にわすれもの)"" by LOOPCUBE feat. Nari Amatoya']"
30393,Hana no Hanashi,Nose Tale,はなのはなし,,https://myanimelist.cdn-dena.com/images/anime/5/72758.jpg,Movie,Unknown,1,Finished Airing,False,2010,"{'from': None, 'to': None}",5 min.,G - All Ages,5.06,68,8981,11846,157,0,,,,[],,,,Slice of Life,[],[]
36537,Starmyu OVA (2018),,高校星歌劇［スタミュ］,"Koukou Hoshi Kageki, High School Star Musical, Starmu",https://myanimelist.cdn-dena.com/images/anime/9/88306.jpg,OVA,Original,1,Not yet aired,False,"Oct, 2018","{'from': None, 'to': None}",Unknown,None,0,0,,7653,1365,3,,,,"{'Parent story': [{'mal_id': 33362, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33362/Starmyu_2nd_Season', 'title': 'Starmyu 2nd Season'}]}",NBCUniversal Entertainment Japan,,,"Music, School, Slice of Life",[],[]
25689,Hyakka Ryouran: Samurai After,,百花繚乱 サムライアフター,Hyakka Ryouran OVA,https://myanimelist.cdn-dena.com/images/anime/6/73391.jpg,OVA,Light novel,2,Finished Airing,False,"Jan 23, 2015 to Jul 1, 2015","{'from': '2015-01-23', 'to': '2015-07-01'}",24 min. per ep.,R+ - Mild Nudity,6.78,4516,4400,3341,12665,10,,,,"{'Prequel': [{'mal_id': 15377, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15377/Hyakka_Ryouran__Samurai_Bride', 'title': 'Hyakka Ryouran: Samurai Bride'}], 'Side story': [{'mal_id': 30237, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30237/Hyakka_Ryouran__Samurai_After_Specials', 'title': 'Hyakka Ryouran: Samurai After Specials'}]}",,,Arms,"Ecchi, Harem",[],[]
25939,Mahou Shoujo Lyrical Nanoha ViVid,,魔法少女リリカルなのはViVid,Magical Girl Lyrical Nanoha ViVid,https://myanimelist.cdn-dena.com/images/anime/9/72718.jpg,TV,Manga,12,Finished Airing,False,"Apr 3, 2015 to Jun 19, 2015","{'from': '2015-04-03', 'to': '2015-06-19'}",25 min. per ep.,PG-13 - Teens 13 or older,6.82,5817,4243,2953,16324,41,"Mahou Shoujo Lyrical Nanoha ViVid did not receive a DVD nor Blu-ray release in Japan until November 23, 2016, more than a year and a half after the show started.",Spring 2015,Fridays at 22:30 (JST),"{'Adaptation': [{'mal_id': 14238, 'type': 'manga', 'url': 'https://myanimelist.net/manga/14238/Mahou_Shoujo_Lyrical_Nanoha_ViVid', 'title': 'Mahou Shoujo Lyrical Nanoha ViVid'}], 'Prequel': [{'mal_id': 1915, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1915/Mahou_Shoujo_Lyrical_Nanoha_StrikerS', 'title': 'Mahou Shoujo Lyrical Nanoha StrikerS'}], 'Summary': [{'mal_id': 31137, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31137/Mahou_Shoujo_Lyrical_Nanoha_ViVid__Special_Program', 'title': 'Mahou Shoujo Lyrical Nanoha ViVid: Special Program'}], 'Side story': [{'mal_id': 33589, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33589/ViVid_Strike', 'title': 'ViVid Strike!'}]}","Aniplex, Starchild Records",,A-1 Pictures,"Action, Adventure, Magic","['""Angel Blossom"" by Nana Mizuki']","['""Pleasure treasure"" by Yukari Tamura']"
36119,Uma no Friends,,ウマのフレンズ,"Kemono Friends x JRA Collaboration, Horse Friends",https://myanimelist.cdn-dena.com/images/anime/11/87272.jpg,ONA,Game,1,Finished Airing,False,"Aug 8, 2017","{'from': '2017-08-08', 'to': '2017-08-08'}",3 min.,G - All Ages,6.5,885,5625,6221,2694,2,,,,"{'Other': [{'mal_id': 33089, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33089/Kemono_Friends', 'title': 'Kemono Friends'}]}",Aoni Production,,,"Comedy, Sports, Fantasy",[],[]
4467,Universe,,ユニバース,,https://myanimelist.cdn-dena.com/images/anime/8/8532.jpg,Music,Unknown,1,Finished Airing,False,2007,"{'from': None, 'to': None}",4 min.,G - All Ages,6.63,901,5084,7421,1522,1,,,,[],,,Production I.G,"Fantasy, Music",[],[]
17681,Zettai Bouei Leviathan,Leviathan: The Last Defense,絶対防衛レヴィアタン,Zettai Boei Leviatan,https://myanimelist.cdn-dena.com/images/anime/13/47499.jpg,TV,Game,13,Finished Airing,False,"Apr 6, 2013 to Jul 6, 2013","{'from': '2013-04-06', 'to': '2013-07-06'}",20 min. per ep.,PG-13 - Teens 13 or older,6.38,7992,6101,2588,21242,32,,Spring 2013,Unknown,"{'Side story': [{'mal_id': 19397, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19397/Zettai_Bouei_Leviathan__Mini_Takibi_Gekijou', 'title': 'Zettai Bouei Leviathan: Mini Takibi Gekijou'}]}","TV Tokyo, ZERO-A, Gree",Sentai Filmworks,Gonzo,"Fantasy, Magic, Comedy","['""Hajimari no Resolution (始まりのResolution)"" by Yuki Kanno (カンノユキ)']","['""Truly"" by PASSPO☆']"
32660,Petit Petit Muse,,쁘띠쁘띠 뮤즈,,https://myanimelist.cdn-dena.com/images/anime/12/78380.jpg,TV,Original,26,Finished Airing,False,"Jan 27, 2008 to Jul 26, 2008","{'from': '2008-01-27', 'to': '2008-07-26'}",25 min. per ep.,G - All Ages,6.85,13,11754,11634,170,1,,Winter 2008,Sundays at 07:30 (JST),[],KBS,,,"Cars, Horror, Kids",[],[]
36784,Hataraku Onii-san!,Working Buddies!,働くお兄さん!,,https://myanimelist.cdn-dena.com/images/anime/10/88930.jpg,TV,Original,12,Finished Airing,False,"Jan 5, 2018 to Mar 23, 2018","{'from': '2018-01-05', 'to': '2018-03-23'}",4 min. per ep.,G - All Ages,6.3,1257,6386,5470,3739,4,,Winter 2018,Fridays at 21:54 (JST),"{'Sequel': [{'mal_id': 37646, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37646/Hataraku_Onii-san_No_2', 'title': 'Hataraku Onii-san! No 2!'}]}","Lantis, Movic, BS Fuji, Tokyo MX, Good Smile Company",,Tomovies,"Slice of Life, Comedy","['""Hataraku Onii-san (働くお兄さん)"" by DearDream']","['""KEEP YOUR HOPE ALIVE"" by DearDream']"
1770,Unbalance,Sibling Secret: She&#039;s the Twisted Sister,アンバランス,,https://myanimelist.cdn-dena.com/images/anime/10/31545.jpg,OVA,Visual novel,3,Finished Airing,False,"Jun 28, 2002 to Dec 27, 2002","{'from': '2002-06-28', 'to': '2002-12-27'}",30 min. per ep.,Rx - Hentai,5.92,559,,7215,1688,1,,,,[],Discovery,,AT-2,Hentai,[],[]
22081,Cosplay Rakuen,,コスプレ楽園,Cosplay Paradise,https://myanimelist.cdn-dena.com/images/anime/9/57965.jpg,OVA,Original,1,Finished Airing,False,"Jan 1, 2014","{'from': '2014-01-01', 'to': '2014-01-01'}",16 min.,Rx - Hentai,6.02,897,,6563,2296,1,,,,[],Toranoana,,,Hentai,[],[]
944,The Third: Aoi Hitomi no Shoujo,,ザ・サード 蒼い瞳の少女,The Third: The Girl with the Blue Eye,https://myanimelist.cdn-dena.com/images/anime/12/75545.jpg,TV,Light novel,24,Finished Airing,False,"Apr 14, 2006 to Oct 27, 2006","{'from': '2006-04-14', 'to': '2006-10-27'}",23 min. per ep.,R - 17+ (violence & profanity),7.37,6124,2168,2964,16199,91,,Spring 2006,Unknown,"{'Adaptation': [{'mal_id': 47675, 'type': 'manga', 'url': 'https://myanimelist.net/manga/47675/The_Third', 'title': 'The Third'}]}",,"Nozomi Entertainment, Kadokawa Pictures USA",Xebec,"Action, Adventure, Sci-Fi, Seinen","['""Sajou no Yume"" by Sasaki Yuuko']","['#1: ""ING"" by Chou Hikou Shounen (eps 1-12)', '#2: ""Late Show"" by Chou Hikou Shounen (eps 13-24)']"
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,My Teen Romantic Comedy SNAFU,やはり俺の青春ラブコメはまちがっている。,"Oregairu, My youth romantic comedy is wrong as I expected.",https://myanimelist.cdn-dena.com/images/anime/11/49459.jpg,TV,Light novel,13,Finished Airing,False,"Apr 5, 2013 to Jun 28, 2013","{'from': '2013-04-05', 'to': '2013-06-28'}",24 min. per ep.,PG-13 - Teens 13 or older,8.11,306308,429,74,523671,13951,Yahari Ore no Seishun Love Comedy wa Machigatteiru. adapts the first 6 novels of Wataru Watari&#039;s light novel series of the same title.,Spring 2013,Unknown,"{'Adaptation': [{'mal_id': 40171, 'type': 'manga', 'url': 'https://myanimelist.net/manga/40171/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru', 'title': 'Yahari Ore no Seishun Love Comedy wa Machigatteiru.'}], 'Side story': [{'mal_id': 18753, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18753/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_OVA', 'title': 'Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA'}], 'Sequel': [{'mal_id': 23847, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku', 'title': 'Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku'}]}","Geneon Universal Entertainment, TBS, Delfi Sound, Marvelous AQL, Atelier Musa",Sentai Filmworks,Brain&#039;s Base,"Slice of Life, Comedy, Drama, Romance, School","['""Yukitoki (ユキトキ)"" by Nagi Yanagi']","['#1: ""Hello Alone"" by Yukino Yukinoshita (Saori Hayami) & Yui Yuigahama (Nao Touyama) (eps 1-4, 6-12)', '#2: ""Hello Alone -Yui Ballade-"" by Yui Yuigahama (Nao Touyama) (ep 5)', '#3: ""Hello Alone -Band arrange-"" by Yukino Yukinoshita (Saori Hayami) & Yui Yuigahama (Nao Touyama) (ep 13)']"
3923,Kamen Rider Den-O: Imagin Anime,,仮面ライダー電王: イマジンあにめ,Masked Rider Den-O: Imagin Anime,https://myanimelist.cdn-dena.com/images/anime/6/7059.jpg,OVA,Unknown,10,Finished Airing,False,"Apr 25, 2008","{'from': '2008-04-25', 'to': '2008-04-25'}",5 min. per ep.,G - All Ages,6.72,315,4665,8614,836,5,,,,"{'Other': [{'mal_id': 3100, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3100/Kamen_Rider_SD_Kaiki_Kumo_Otoko', 'title': 'Kamen Rider SD Kaiki?! Kumo Otoko'}], 'Sequel': [{'mal_id': 6297, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6297/Kamen_Rider_Den-O__Imagin_Anime_2', 'title': 'Kamen Rider Den-O: Imagin Anime 2'}]}",Animate Film,,,"Action, Adventure, Comedy, Kids, Super Power",[],[]
35475,Isobe Isobee with Nakata Yasutaka de Sourou,,磯部磯兵衛 with 中田ヤスタカで候,,https://myanimelist.cdn-dena.com/images/anime/4/85508.jpg,ONA,Manga,1,Finished Airing,False,"Apr 23, 2017","{'from': '2017-04-23', 'to': '2017-04-23'}",1 min.,G - All Ages,4.29,38,10598,11948,150,0,,,,"{'Adaptation': [{'mal_id': 67545, 'type': 'manga', 'url': 'https://myanimelist.net/manga/67545/Isobe_Isobee_Monogatari__Ukiyo_wa_Tsurai_yo', 'title': 'Isobe Isobee Monogatari: Ukiyo wa Tsurai yo'}], 'Parent story': [{'mal_id': 31903, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31903/Isobe_Isobee_Monogatari__Ukiyo_wa_Tsurai_yo_2015', 'title': 'Isobe Isobee Monogatari: Ukiyo wa Tsurai yo (2015)'}]}",,,,"Historical, Music, Parody",[],[]
21981,Pic-lele,,ピクレレ,,https://myanimelist.cdn-dena.com/images/anime/10/57695.jpg,TV,Unknown,0,Finished Airing,False,"Dec 7, 2013 to Mar, 2014","{'from': '2013-12-07', 'to': '2018-03-11'}",1 min.,PG - Children,5.89,9,11757,13188,91,0,,Winter 2014,Unknown,[],MMDGP,,Kachidoki Studio,Kids,[],[]
7531,Onbu Obake,,おんぶおばけ,Piggyback Ghost,https://myanimelist.cdn-dena.com/images/anime/11/28415.jpg,Movie,Original,1,Finished Airing,False,"Dec 26, 1955","{'from': '1955-12-26', 'to': '1955-12-26'}",25 min.,G - All Ages,5.21,19,11617,11956,148,0,,,,"{'Sequel': [{'mal_id': 8685, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8685/Ryuuichi_Manga_Gekijou_Onbu_Obake', 'title': 'Ryuuichi Manga Gekijou Onbu Obake'}]}",Yomiuri Telecasting,,,Supernatural,[],[]
35267,Shingeki no Kyojin-ten 360° Taikan Theater,,"進撃の巨人展360°体感シアター“哮""","Attack on Titan Exhibition 360-degree: Experience Theater ""Roar"", Taikan Theater ""Hoeru""",https://myanimelist.cdn-dena.com/images/anime/13/88350.jpg,Special,Manga,3,Finished Airing,False,"Jun 21, 2017 to Aug 18, 2017","{'from': '2017-06-21', 'to': '2017-08-18'}",Unknown,PG-13 - Teens 13 or older,6.98,461,3654,4061,7888,19,,,,"{'Other': [{'mal_id': 25777, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2', 'title': 'Shingeki no Kyojin Season 2'}]}",Pony Canyon,,,"Action, Fantasy, Shounen, Super Power",[],[]
6374,Kagaku Ninja-tai Gatchaman II,Eagle Riders,科学忍者隊ガッチャマンII,"Science Ninja Team Gatchaman II, Kagaku Ninjatai Gatchaman II",https://myanimelist.cdn-dena.com/images/anime/6/45632.jpg,TV,Unknown,52,Finished Airing,False,"Oct 1, 1978 to Sep 30, 1979","{'from': '1978-10-01', 'to': '1979-09-30'}",23 min. per ep.,PG-13 - Teens 13 or older,6.56,322,5374,7889,1216,5,,Fall 1978,Unknown,"{'Prequel': [{'mal_id': 2389, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2389/Kagaku_Ninja-tai_Gatchaman', 'title': 'Kagaku Ninja-tai Gatchaman'}], 'Sequel': [{'mal_id': 6375, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6375/Kagaku_Ninja-tai_Gatchaman_F', 'title': 'Kagaku Ninja-tai Gatchaman F'}]}",,"Sentai Filmworks, Saban Entertainment",Tatsunoko Production,"Action, Adventure, Sci-Fi, Shounen","['""Warera Gatchaman (われらガッチャマン)"" by Isao Sasaki and Columbia Yurikago Kai']","['""Ashita Yume Mite (明日夢みて)"" by Isao Sasaki and Mitsuko Horie']"
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,Revolutionary Girl Utena: The Adolescence of Utena,少女革命ウテナ　アドゥレセンス黙示録,Revolutionary Girl Utena: Adolescence Apocalypse,https://myanimelist.cdn-dena.com/images/anime/13/22710.jpg,Movie,Original,1,Finished Airing,False,"Aug 14, 1999","{'from': '1999-08-14', 'to': '1999-08-14'}",1 hr. 30 min.,R+ - Mild Nudity,7.6,14886,1362,2224,27637,303,,,,"{'Adaptation': [{'mal_id': 931, 'type': 'manga', 'url': 'https://myanimelist.net/manga/931/Shoujo_Kakumei_Utena__Adolescence_Mokushiroku', 'title': 'Shoujo Kakumei Utena: Adolescence Mokushiroku'}], 'Alternative version': [{'mal_id': 440, 'type': 'anime', 'url': 'https://myanimelist.net/anime/440/Shoujo_Kakumei_Utena', 'title': 'Shoujo Kakumei Utena'}]}",Audio Tanaka,Central Park Media,J.C.Staff,"Dementia, Drama, Romance, Fantasy, Shoujo, Shoujo Ai",[],"['""Fiancé ni Naritai"" by Mitsuhiro Oikawa']"
30943,Ojiichan wa Boku no Hero,,おじいちゃんはボクのヒーロー,,https://myanimelist.cdn-dena.com/images/anime/2/74446.jpg,OVA,Unknown,1,Finished Airing,False,2000,"{'from': None, 'to': None}",10 min.,G - All Ages,8.33,27,11592,10552,286,0,,,,[],,,,"Drama, Kids",[],[]
18919,The Midnight★Animal,,ザ・ミッドナイト★アニマル,The Midnight Animals,https://myanimelist.cdn-dena.com/images/anime/11/53019.jpg,ONA,Original,12,Finished Airing,False,"Aug 3, 2013 to Jan 22, 2014","{'from': '2013-08-03', 'to': '2014-01-22'}",15 min. per ep.,PG-13 - Teens 13 or older,4.6,10,12420,10828,247,0,,,,[],,,Gonzo,"Action, Supernatural, Seinen","['""Blitzkrieg Midnight"" by THROPUS']","['""COSMETIC SIREN"" by Hoshikuzu Scat']"
